category, name, film, winner, 
SHORT FILM (Live Action), Sean Ellis and Lene Bausager, Cashback, False, 
SHORT FILM (Live Action), R├║nar R├║narsson and Thor S. Sigurj├│nsson, The Last Farm, False, 
SHORT FILM (Live Action), Rob Pearlstein and Pia Clemente, Our Time Is Up, False, 
SHORT FILM (Live Action), Martin McDonagh, Six Shooter, True, 
SOUND EDITING, Mike Hopkins and Ethan Van der Ryn, King Kong, True, 
SOUND EDITING, Wylie Stateman, Memoirs of a Geisha, False, 
SOUND EDITING, Richard King, War of the Worlds, False, 
SOUND MIXING, "Terry Porter,  Dean A. Zupancic and Tony Johnson", "The Chronicles of Narnia: The Lion,  the Witch and the Wardrobe", False, 
SOUND MIXING, "Christopher Boyes,  Michael Semanick,  Michael Hedges and Hammond Peek", King Kong, True, 
SOUND MIXING, "Kevin O'Connell,  Greg P. Russell,  Rick Kline and John Pritchett", Memoirs of a Geisha, False, 
SOUND MIXING, "Paul Massey,  D.M. Hemphill and Peter F. Kurland", Walk the Line, False, 
SOUND MIXING, "Andy Nelson,  Anna Behlmer and Ronald Judkins", War of the Worlds, False, 
VISUAL EFFECTS, "Dean Wright,  Bill Westenhofer,  Jim Berney and Scott Farrar", "The Chronicles of Narnia: The Lion,  the Witch and the Wardrobe", False, 
VISUAL EFFECTS, "Joe Letteri,  Brian Van't Hul,  Christian Rivers and Richard Taylor", King Kong, True, 
VISUAL EFFECTS, "Dennis Muren,  Pablo Helman,  Randal M. Dutra and Daniel Sudick", War of the Worlds, False, 
WRITING (Adapted Screenplay), Screenplay by Larry McMurtry & Diana Ossana, Brokeback Mountain, True, 
WRITING (Adapted Screenplay), Screenplay by Dan Futterman, Capote, False, 
WRITING (Adapted Screenplay), Screenplay by Jeffrey Caine, The Constant Gardener, False, 
WRITING (Adapted Screenplay), Screenplay by Josh Olson, A History of Violence, False, 
WRITING (Adapted Screenplay), Screenplay by Tony Kushner and Eric Roth, Munich, False, 
WRITING (Original Screenplay), Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis, Crash, True, 
WRITING (Original Screenplay), Screenplay by George Clooney & Grant Heslov, "Good Night,  and Good Luck.", False, 
WRITING (Original Screenplay), Written by Woody Allen, Match Point, False, 
WRITING (Original Screenplay), Written by Noah Baumbach, The Squid and the Whale, False, 
WRITING (Original Screenplay), Written by Stephen Gaghan, Syriana, False, 
HONORARY AWARD,  Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike., , True, 
ACTOR IN A LEADING ROLE, Leonardo DiCaprio, Blood Diamond, False, 
ACTOR IN A LEADING ROLE, Ryan Gosling, Half Nelson, False, 
ACTOR IN A LEADING ROLE, Peter O'Toole, Venus, False, 
ACTOR IN A LEADING ROLE, Will Smith, The Pursuit of Happyness, False, 
ACTOR IN A LEADING ROLE, Forest Whitaker, The Last King of Scotland, True, 
ACTOR IN A SUPPORTING ROLE, Alan Arkin, Little Miss Sunshine, True, 
ACTOR IN A SUPPORTING ROLE, Jackie Earle Haley, Little Children, False, 
ACTOR IN A SUPPORTING ROLE, Djimon Hounsou, Blood Diamond, False, 
ACTOR IN A SUPPORTING ROLE, Eddie Murphy, Dreamgirls, False, 
ACTOR IN A SUPPORTING ROLE, Mark Wahlberg, The Departed, False, 
ACTRESS IN A LEADING ROLE, Pen├⌐lope Cruz, Volver, False, 
ACTRESS IN A LEADING ROLE, Judi Dench, Notes on a Scandal, False, 
ACTRESS IN A LEADING ROLE, Helen Mirren, The Queen, True, 
ACTRESS IN A LEADING ROLE, Meryl Streep, The Devil Wears Prada, False, 
ACTRESS IN A LEADING ROLE, Kate Winslet, Little Children, False, 
ACTRESS IN A SUPPORTING ROLE, Adriana Barraza, Babel, False, 
ACTRESS IN A SUPPORTING ROLE, Cate Blanchett, Notes on a Scandal, False, 
ACTRESS IN A SUPPORTING ROLE, Abigail Breslin, Little Miss Sunshine, False, 
ACTRESS IN A SUPPORTING ROLE, Jennifer Hudson, Dreamgirls, True, 
ACTRESS IN A SUPPORTING ROLE, Rinko Kikuchi, Babel, False, 
ANIMATED FEATURE FILM, John Lasseter, Cars, False, 
ANIMATED FEATURE FILM, George Miller, Happy Feet, True, 
ANIMATED FEATURE FILM, Gil Kenan, Monster House, False, 
ART DIRECTION, Art Direction:  John Myhre; Set Decoration:  Nancy Haigh, Dreamgirls, False, 
ART DIRECTION, Art Direction:  Jeannine Oppewall; Set Decoration:  Gretchen Rau and Leslie E. Rollins, The Good Shepherd, False, 
ART DIRECTION, Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta, Pan's Labyrinth, True, 
ART DIRECTION, Art Direction:  Rick Heinrichs; Set Decoration:  Cheryl Carasik, Pirates of the Caribbean: Dead Man's Chest, False, 
ART DIRECTION, Art Direction:  Nathan Crowley; Set Decoration:  Julie Ochipinti, The Prestige, False, 
CINEMATOGRAPHY, Vilmos Zsigmond, The Black Dahlia, False, 
CINEMATOGRAPHY, Emmanuel Lubezki, Children of Men, False, 
CINEMATOGRAPHY, Dick Pope, The Illusionist, False, 
CINEMATOGRAPHY, Guillermo Navarro, Pan's Labyrinth, True, 
CINEMATOGRAPHY, Wally Pfister, The Prestige, False, 
COSTUME DESIGN, Yee Chung Man, Curse of the Golden Flower, False, 
COSTUME DESIGN, Patricia Field, The Devil Wears Prada, False, 
COSTUME DESIGN, Sharen Davis, Dreamgirls, False, 
COSTUME DESIGN, Milena Canonero, Marie Antoinette, True, 
COSTUME DESIGN, Consolata Boyle, The Queen, False, 
DIRECTING, Alejandro Gonz├ílez I├▒├írritu, Babel, False, 
DIRECTING, Martin Scorsese, The Departed, True, 
DIRECTING, Clint Eastwood, Letters from Iwo Jima, False, 
DIRECTING, Stephen Frears, The Queen, False, 
DIRECTING, Paul Greengrass, United 93, False, 
DOCUMENTARY (Feature), Amy Berg and Frank Donner, Deliver Us from Evil, False, 
DOCUMENTARY (Feature), Davis Guggenheim, An Inconvenient Truth, True, 
DOCUMENTARY (Feature), James Longley and John Sinno, Iraq in Fragments, False, 
DOCUMENTARY (Feature), Heidi Ewing and Rachel Grady, Jesus Camp, False, 
DOCUMENTARY (Feature), Laura Poitras and Jocelyn Glatzer, "My Country,  My Country", False, 
DOCUMENTARY (Short Subject), Ruby Yang and Thomas Lennon, The Blood of Yingzhou District, True, 
DOCUMENTARY (Short Subject), Leslie Iwerks and Mike Glad, Recycled Life, False, 
DOCUMENTARY (Short Subject), Karen Goodman and Kirk Simon, Rehearsing a Dream, False, 
DOCUMENTARY (Short Subject), Nathaniel Kahn and Susan Rose Behr, Two Hands, False, 
FILM EDITING, Stephen Mirrione and Douglas Crise, Babel, False, 
FILM EDITING, Steven Rosenblum, Blood Diamond, False, 
FILM EDITING, Alex Rodr├¡guez and Alfonso Cuar├│n, Children of Men, False, 
FILM EDITING, Thelma Schoonmaker, The Departed, True, 
FILM EDITING, "Clare Douglas,  Christopher Rouse and Richard Pearson", United 93, False, 
FOREIGN LANGUAGE FILM, Denmark, After the Wedding, False, 
FOREIGN LANGUAGE FILM, Algeria, Days of Glory (Indig├¿nes), False, 
FOREIGN LANGUAGE FILM, Germany, The Lives of Others, True, 
FOREIGN LANGUAGE FILM, Mexico, Pan's Labyrinth, False, 
FOREIGN LANGUAGE FILM, Canada, Water, False, 
MAKEUP, Aldo Signoretti and Vittorio Sodano, Apocalypto, False, 
MAKEUP, Kazuhiro Tsuji and Bill Corso, Click, False, 
MAKEUP, David Mart├¡ and Montse Rib├⌐, Pan's Labyrinth, True, 
MUSIC (Original Score), Gustavo Santaolalla, Babel, True, 
MUSIC (Original Score), Thomas Newman, The Good German, False, 
MUSIC (Original Score), Philip Glass, Notes on a Scandal, False, 
MUSIC (Original Score), Javier Navarrete, Pan's Labyrinth, False, 
MUSIC (Original Score), Alexandre Desplat, The Queen, False, 
MUSIC (Original Song), Music and Lyric by Melissa Etheridge, An Inconvenient Truth, True, 
MUSIC (Original Song), Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven, Dreamgirls, False, 
MUSIC (Original Song), Music by Henry Krieger; Lyric by Siedah Garrett, Dreamgirls, False, 
MUSIC (Original Song), Music and Lyric by Randy Newman, Cars, False, 
MUSIC (Original Song), Music by Henry Krieger; Lyric by Willie Reale, Dreamgirls, False, 
BEST PICTURE, "Alejandro Gonz├ílez I├▒├írritu,  Jon Kilik and Steve Golin,  Producers", Babel, False, 
BEST PICTURE, "Graham King,  Producer", The Departed, True, 
BEST PICTURE, "Clint Eastwood,  Steven Spielberg and Robert Lorenz,  Producers", Letters from Iwo Jima, False, 
BEST PICTURE, "David T. Friendly,  Peter Saraf and Marc Turtletaub,  Producers", Little Miss Sunshine, False, 
BEST PICTURE, "Andy Harries,  Christine Langan and Tracey Seaward,  Producers", The Queen, False, 
SHORT FILM (Animated), Torill Kove, The Danish Poet, True, 
SHORT FILM (Animated), Gary Rydstrom, Lifted, False, 
SHORT FILM (Animated), Roger Allers and Don Hahn, The Little Matchgirl, False, 
SHORT FILM (Animated), G├⌐za M. T├│th, Maestro, False, 
SHORT FILM (Animated), Chris Renaud and Michael Thurmeier, No Time for Nuts, False, 
SHORT FILM (Live Action), Javier Fesser and Luis Manso, Binta and the Great Idea (Binta Y La Gran Idea), False, 
SHORT FILM (Live Action), Borja Cobeaga, ├ëramos Pocos (One Too Many), False, 
SHORT FILM (Live Action), S├╕ren Pilmark and Kim Magnusson, Helmer & Son, False, 
SHORT FILM (Live Action), Peter Templeman and Stuart Parkyn, The Saviour, False, 
SHORT FILM (Live Action), Ari Sandel, West Bank Story, True, 
SOUND EDITING, Sean McCormack and Kami Asgar, Apocalypto, False, 
SOUND EDITING, Lon Bender, Blood Diamond, False, 
SOUND EDITING, Alan Robert Murray and Bub Asman, Flags of Our Fathers, False, 
SOUND EDITING, Alan Robert Murray and Bub Asman, Letters from Iwo Jima, True, 
SOUND EDITING, Christopher Boyes and George Watters II, Pirates of the Caribbean: Dead Man's Chest, False, 
SOUND MIXING, "Kevin O'Connell,  Greg P. Russell and Fernando C├ímara", Apocalypto, False, 
SOUND MIXING, "Andy Nelson,  Anna Behlmer and Ivan Sharrock", Blood Diamond, False, 
SOUND MIXING, "Michael Minkler,  Bob Beemer and Willie Burton", Dreamgirls, True, 
SOUND MIXING, "John Reitz,  Dave Campbell,  Gregg Rudloff and Walt Martin", Flags of Our Fathers, False, 
SOUND MIXING, "Paul Massey,  Christopher Boyes and Lee Orloff", Pirates of the Caribbean: Dead Man's Chest, False, 
VISUAL EFFECTS, "John Knoll,  Hal Hickel,  Charles Gibson and Allen Hall", Pirates of the Caribbean: Dead Man's Chest, True, 
VISUAL EFFECTS, "Boyd Shermis,  Kim Libreri,  Chas Jarrett and John Frazier", Poseidon, False, 
VISUAL EFFECTS, "Mark Stetson,  Neil Corbould,  Richard R. Hoover and Jon Thum", Superman Returns, False, 
WRITING (Adapted Screenplay), Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips, Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan, False, 
WRITING (Adapted Screenplay), Screenplay by Alfonso Cuar├│n & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby, Children of Men, False, 
WRITING (Adapted Screenplay), Screenplay by William Monahan, The Departed, True, 
WRITING (Adapted Screenplay), Screenplay by Todd Field & Tom Perrotta, Little Children, False, 
WRITING (Adapted Screenplay), Screenplay by Patrick Marber, Notes on a Scandal, False, 
WRITING (Original Screenplay), Written by Guillermo Arriaga, Babel, False, 
WRITING (Original Screenplay), Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis, Letters from Iwo Jima, False, 
WRITING (Original Screenplay), Written by Michael Arndt, Little Miss Sunshine, True, 
WRITING (Original Screenplay), Written by Guillermo del Toro, Pan's Labyrinth, False, 
WRITING (Original Screenplay), Written by Peter Morgan, The Queen, False, 
JEAN HERSHOLT HUMANITARIAN AWARD, Sherry Lansing, , True, 
HONORARY AWARD,  Ennio Morricone in recognition of his magnificent and multifaceted contributions to the art of film music., , True, 
ACTOR IN A LEADING ROLE, George Clooney, Michael Clayton, False, 
ACTOR IN A LEADING ROLE, Daniel Day-Lewis, There Will Be Blood, True, 
ACTOR IN A LEADING ROLE, Johnny Depp, Sweeney Todd The Demon Barber of Fleet Street, False, 
ACTOR IN A LEADING ROLE, Tommy Lee Jones, In the Valley of Elah, False, 
ACTOR IN A LEADING ROLE, Viggo Mortensen, Eastern Promises, False, 
ACTOR IN A SUPPORTING ROLE, Casey Affleck, The Assassination of Jesse James by the Coward Robert Ford, False, 
ACTOR IN A SUPPORTING ROLE, Javier Bardem, No Country for Old Men, True, 
ACTOR IN A SUPPORTING ROLE, Philip Seymour Hoffman, Charlie Wilson's War, False, 
ACTOR IN A SUPPORTING ROLE, Hal Holbrook, Into the Wild, False, 
ACTOR IN A SUPPORTING ROLE, Tom Wilkinson, Michael Clayton, False, 
ACTRESS IN A LEADING ROLE, Cate Blanchett, Elizabeth: The Golden Age, False, 
ACTRESS IN A LEADING ROLE, Julie Christie, Away from Her, False, 
ACTRESS IN A LEADING ROLE, Marion Cotillard, La Vie en Rose, True, 
ACTRESS IN A LEADING ROLE, Laura Linney, The Savages, False, 
ACTRESS IN A LEADING ROLE, Ellen Page, Juno, False, 
ACTRESS IN A SUPPORTING ROLE, Cate Blanchett, I'm Not There, False, 
ACTRESS IN A SUPPORTING ROLE, Ruby Dee, American Gangster, False, 
ACTRESS IN A SUPPORTING ROLE, Saoirse Ronan, Atonement, False, 
ACTRESS IN A SUPPORTING ROLE, Amy Ryan, Gone Baby Gone, False, 
ACTRESS IN A SUPPORTING ROLE, Tilda Swinton, Michael Clayton, True, 
ANIMATED FEATURE FILM, Marjane Satrapi and Vincent Paronnaud, Persepolis, False, 
ANIMATED FEATURE FILM, Brad Bird, Ratatouille, True, 
ANIMATED FEATURE FILM, Ash Brannon and Chris Buck, Surf's Up, False, 
ART DIRECTION, Art Direction: Arthur Max; Set Decoration: Beth A. Rubino, American Gangster, False, 
ART DIRECTION, Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer, Atonement, False, 
ART DIRECTION, Art Direction: Dennis Gassner; Set Decoration: Anna Pinnock, The Golden Compass, False, 
ART DIRECTION, Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo, Sweeney Todd The Demon Barber of Fleet Street, True, 
ART DIRECTION, Art Direction: Jack Fisk; Set Decoration: Jim Erickson, There Will Be Blood, False, 
CINEMATOGRAPHY, Roger Deakins, The Assassination of Jesse James by the Coward Robert Ford, False, 
CINEMATOGRAPHY, Seamus McGarvey, Atonement, False, 
CINEMATOGRAPHY, Janusz Kaminski, The Diving Bell and the Butterfly, False, 
CINEMATOGRAPHY, Roger Deakins, No Country for Old Men, False, 
CINEMATOGRAPHY, Robert Elswit, There Will Be Blood, True, 
COSTUME DESIGN, Albert Wolsky, Across the Universe, False, 
COSTUME DESIGN, Jacqueline Durran, Atonement, False, 
COSTUME DESIGN, Alexandra Byrne, Elizabeth: The Golden Age, True, 
COSTUME DESIGN, Marit Allen, La Vie en Rose, False, 
COSTUME DESIGN, Colleen Atwood, Sweeney Todd The Demon Barber of Fleet Street, False, 
DIRECTING, Julian Schnabel, The Diving Bell and the Butterfly, False, 
DIRECTING, Jason Reitman, Juno, False, 
DIRECTING, Tony Gilroy, Michael Clayton, False, 
DIRECTING, Joel Coen and Ethan Coen, No Country for Old Men, True, 
DIRECTING, Paul Thomas Anderson, There Will Be Blood, False, 
DOCUMENTARY (Feature), Charles Ferguson and Audrey Marrs, No End in Sight, False, 
DOCUMENTARY (Feature), Richard E. Robbins, Operation Homecoming: Writing the Wartime Experience, False, 
DOCUMENTARY (Feature), Michael Moore and Meghan O'Hara, Sicko, False, 
DOCUMENTARY (Feature), Alex Gibney and Eva Orner, Taxi to the Dark Side, True, 
DOCUMENTARY (Feature), Andrea Nix Fine and Sean Fine, War/Dance, False, 
DOCUMENTARY (Short Subject), Cynthia Wade and Vanessa Roth, Freeheld, True, 
DOCUMENTARY (Short Subject), Amanda Micheli and Isabel Vega, La Corona (The Crown), False, 
DOCUMENTARY (Short Subject), Tim Sternberg and Francisco Bello, Salim Baba, False, 
DOCUMENTARY (Short Subject), James Longley, Sari's Mother, False, 
FILM EDITING, Christopher Rouse, The Bourne Ultimatum, True, 
FILM EDITING, Juliette Welfling, The Diving Bell and the Butterfly, False, 
FILM EDITING, Jay Cassidy, Into the Wild, False, 
FILM EDITING, Roderick Jaynes, No Country for Old Men, False, 
FILM EDITING, Dylan Tichenor, There Will Be Blood, False, 
FOREIGN LANGUAGE FILM, Israel, Beaufort, False, 
FOREIGN LANGUAGE FILM, Austria, The Counterfeiters, True, 
FOREIGN LANGUAGE FILM, Poland, Katyn, False, 
FOREIGN LANGUAGE FILM, Kazakhstan, Mongol, False, 
FOREIGN LANGUAGE FILM, Russia, 12, False, 
MAKEUP, Didier Lavergne and Jan Archibald, La Vie en Rose, True, 
MAKEUP, Rick Baker and Kazuhiro Tsuji, Norbit, False, 
MAKEUP, Ve Neill and Martin Samuel, Pirates of the Caribbean: At World's End, False, 
MUSIC (Original Score), Dario Marianelli, Atonement, True, 
MUSIC (Original Score), Alberto Iglesias, The Kite Runner, False, 
MUSIC (Original Score), James Newton Howard, Michael Clayton, False, 
MUSIC (Original Score), Michael Giacchino, Ratatouille, False, 
MUSIC (Original Score), Marco Beltrami, 3:10 to Yuma, False, 
MUSIC (Original Song), Music and Lyric by Glen Hansard and Marketa Irglova, Once, True, 
MUSIC (Original Song), Music by Alan Menken; Lyric by Stephen Schwartz, Enchanted, False, 
MUSIC (Original Song), "Music and Lyric by Jamal Joseph,  Charles Mack and Tevin Thomas", August Rush, False, 
MUSIC (Original Song), Music by Alan Menken; Lyric by Stephen Schwartz, Enchanted, False, 
MUSIC (Original Song), Music by Alan Menken; Lyric by Stephen Schwartz, Enchanted, False, 
BEST PICTURE, "Tim Bevan,  Eric Fellner and Paul Webster,  Producers", Atonement, False, 
BEST PICTURE, "Lianne Halfon,  Mason Novick and Russell Smith,  Producers", Juno, False, 
BEST PICTURE, "Sydney Pollack,  Jennifer Fox and Kerry Orent,  Producers", Michael Clayton, False, 
BEST PICTURE, "Scott Rudin,  Ethan Coen and Joel Coen,  Producers", No Country for Old Men, True, 
BEST PICTURE, "JoAnne Sellar,  Paul Thomas Anderson and Daniel Lupi,  Producers", There Will Be Blood, False, 
SHORT FILM (Animated), Josh Raskin, I Met the Walrus, False, 
SHORT FILM (Animated), Chris Lavis and Maciek Szczerbowski, Madame Tutli-Putli, False, 
SHORT FILM (Animated), Samuel Tourneux and Simon Vanesse, M├¬me les Pigeons Vont au Paradis (Even Pigeons Go to Heaven), False, 
SHORT FILM (Animated), Alexander Petrov, My Love (Moya Lyubov), False, 
SHORT FILM (Animated), Suzie Templeton and Hugh Welchman, Peter & the Wolf, True, 
SHORT FILM (Live Action), Christian E. Christiansen and Louise Vesth, At Night, False, 
